cityOriginId,cityOriginName,allProperties,destinationType,propertyId,propertyClass,reviewScore,page,position,propertyOriginName,propertyURL,propertyLatitude,propertyLongitude,hotel_desc,propertyAddress,numberOfReviews
20023488,"Orlando, Florida, USA",1813,city,56976,4,8.7,11,153,"Bohemian Hotel Celebration, Autograph Collection","http://www.booking.com/hotel/us/celebration.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=55a095392e6d9e032f0fab1fae3125f93a024d8aX153;highlight_room=",-81.54166728,28.31692201,"Located on the edge of a lake, a 10 minute drive from Walt Disney World Resort, Bohemian Hotel offers a heated outdoor pool and free shuttles to a nearby golf course.","700 Bloom Street, Celebration, Orlando, FL 34747, United States of America",119
20023488,"Orlando, Florida, USA",1813,city,57456,4,8.7,10,137,Gaylord Palms Resort & Convention Center,"http://www.booking.com/hotel/us/gaylord-palms-resort-and-spa.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=7effefe1fba3998f04f4d47e4342235e8168159bX137;highlight_room=",-81.52525753,28.34364091,"This 4-star resort features 2 outdoor pools and offers guests a free shuttle services to Disney World, just 1-mile away.","6000 West Osceola Parkway, Celebration, Orlando, FL 34746, United States of America",704
20023488,"Orlando, Florida, USA",1813,city,57554,4,8.3,5,65,"Lake Buena Vista Resort Village and Spa, a staySky Hotel & Resort","http://www.booking.com/hotel/us/lake-buena-vista-resort-village-spa.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=1f5f9d5b71eb3ec4be5887f9ffaf4c803dc28436X65;highlight_room=",-81.48744911,28.35196897,"Featuring a full-service spa and a themed pool area with a pirate ship, this resort hotel offers free shuttle service to nearby attractions including Disney World. Free Wi-Fi is available.","8113 Resort Village Drive, Lake Buena Vista, Orlando, FL 32821, United States of America",946
20023488,"Orlando, Florida, USA",1813,city,57677,4,8.1,9,127,Wyndham Lake Buena Vista Resort Disney Springs® Resort Area,"http://www.booking.com/hotel/us/regal-sun-resort.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=4e17f272b031a856aa5dec0c70af75d923ab68acX127;highlight_room=",-81.51144415,28.3747512,"This Lake Buena Vista hotel is in the Walt Disney World Resort® and has 2 heated pools, an aquatic playground, and a continuous shuttle to Disney theme parks. Disney Springs® is across from the hotel....","1850 Hotel Plaza Boulevard, Lake Buena Vista, Orlando, FL 32830, United States of America",960
20023488,"Orlando, Florida, USA",1813,city,57777,4,8.2,10,145,Melia Orlando Suite Hotel At Celebration,"http://www.booking.com/hotel/us/melia-orlando-suite-hotel-at-celebration.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=7effefe1fba3998f04f4d47e4342235e8168159bX145;highlight_room=",-81.53687418,28.33160324,This all-suite hotel in the village of Celebration is only 2.5 miles from Walt Disney World. The hotel has a free shuttle service to area theme parks and free Wi-Fi.,"225 Celebration Place, Celebration, Orlando, FL 34747, United States of America",379
20023488,"Orlando, Florida, USA",1813,city,57779,3,7.7,3,38,Radisson Resort Orlando Celebration,"http://www.booking.com/hotel/us/radisson-resort-orlando-celebration-kissimmee.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=5ce9dd148d96667525e4e841ca4cbdc41b0e6f08X38;highlight_room=",-81.5353775,28.33638164,"This Orlando Hotel is located within 5 minutes' drive of Celebration, a Disney town. This hotel provides free transfer service to Walt Disney World and the Universal Orlando Resort.","2900 Parkway Boulevard, Celebration, Orlando, FL 34743, United States of America",2138
20023488,"Orlando, Florida, USA",1813,city,57780,4,7.2,2,29,Ramada Plaza Resort & Suites International Drive Orlando,"http://www.booking.com/hotel/us/ramada-international-drive.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=39943cd567b11b83cd66376f31e5a312dd126da4X29;highlight_room=",-81.46881044,28.45782567,"Ideally located on International Drive, this lakefront Orlando hotel features free scheduled transportation to Walt Disney World, SeaWorld, and Universal Orlando.","6500 International Drive, Orlando, FL 32819, United States of America",4196
20023488,"Orlando, Florida, USA",1813,city,57881,3,8.8,12,166,Comfort Suites Maingate East,"http://www.booking.com/hotel/us/comfort-suites-maingate-east.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=998814c5f41835fc23cd07d88eb9059993b00975X166;highlight_room=",-81.51329756,28.32872996,"Located just 2 miles from Disney World, this all-suite Florida hotel features free shuttles to Orlando theme parks, a restaurant and poolside bar. Suites offer sofa beds and free WiFi.","2775 Florida Plaza Boulevard, Celebration, Orlando, FL 34746, United States of America",489
20023488,"Orlando, Florida, USA",1813,city,58068,4,8.9,2,22,Grande Villas Resort By Diamond Resorts,"http://www.booking.com/hotel/us/cypress-pointe-grande-villas.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=39943cd567b11b83cd66376f31e5a312dd126da4X22;highlight_room=",-81.50088497,28.39079986,This Orlando property is within a 15-minute drive of Walt Disney World and offers an on-site restaurant and tennis court. Each villa is equipped with a private balcony or patio.,"12118 Turtle Cay Circle, Lake Buena Vista, Orlando, FL 32836, United States of America",645
20023488,"Orlando, Florida, USA",1813,city,58312,3,8.7,8,120,Fairfield Inn & Suites by Marriott Orlando Lake Buena Vista,"http://www.booking.com/hotel/us/suites.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=67e808f3da94f0520113a44d7c2c6dee1d53f42cX120;highlight_room=",-81.50515839,28.38787273,"This hotel is less than one mile from Walt Disney World Theme Park, and a 5 minute drive from Orlando Premium Outlets.  It offers an outdoor pool, daily continental breakfast and a game room.","12191 South Apopka Vineland Road, Lake Buena Vista, Orlando, FL 32836, United States of America",1067
20023488,"Orlando, Florida, USA",1813,city,58394,4,7.7,9,130,Sheraton Lake Buena Vista Resort,"http://www.booking.com/hotel/us/safari-and-suites.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=4e17f272b031a856aa5dec0c70af75d923ab68acX130;highlight_room=",-81.50557548,28.38659614,"Located a 10-minute drive from central Walt Disney World Resort, this hotel has amenities including 2 outdoor pools, a water slide and a scheduled transfer service to Disney theme parks.","12205 S. Apopka - Vineland Road, Lake Buena Vista, Orlando, FL 32836, United States of America",629
20023488,"Orlando, Florida, USA",1813,city,58427,4,8.9,8,115,"Grand Bohemian Hotel Orlando, Autograph Collection","http://www.booking.com/hotel/us/grand-bohemian.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=67e808f3da94f0520113a44d7c2c6dee1d53f42cX115;highlight_room=",-81.37887195,28.53857547,Grand Bohemian towers over the Arts District in Orlando and has a rooftop swimming pool with panoramic views of the city. It offers luxurious accommodation and 2 fine dining restaurants.,"325 South Orange Avenue, Orlando, FL 32801, United States of America",205
20023488,"Orlando, Florida, USA",1813,city,58499,3,8.5,6,90,Blue Heron Beach Resort,"http://www.booking.com/hotel/us/blue-heron-beach-resort.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=5e55799456e3e2b7132844da68c61adc8f44f9a9X90;highlight_room=",-81.50138855,28.36895827,"This is a new luxurious high-rise lake resort that offers service to all the major parks, breathtaking views of Disney’s World-famous Fireworks, water activities, heated pools and great service.","13428 Blue Heron Beach Drive, Lake Buena Vista, Orlando, FL 32821, United States of America",1068
20023488,"Orlando, Florida, USA",1813,city,58950,3,8.5,7,97,Wingate By Wyndham - Orlando International Airport,"http://www.booking.com/hotel/us/orlando-international-airport.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=0b1e4c4b14e41d0b40e22f4f81d99353352d9aa9X97;highlight_room=",-81.30801201,28.46295209,This hotel is 3.9 km from Orlando International Airport. It features a 24-hour business centre and full hot breakfast. Free Wi-Fi is provided.,"5750 Hazeltine National Drive, Orlando, FL 32822, United States of America",589
20023488,"Orlando, Florida, USA",1813,city,59150,2,6.7,9,132,Roomba Inn & Suites at Old Town,"http://www.booking.com/hotel/us/d-i-maingate-east-kissimmee-florida.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=4e17f272b031a856aa5dec0c70af75d923ab68acX132;highlight_room=",-81.51847154,28.33221142,"Adjacent to the Old Town shopping center and only moments from Disney World with free shuttle service, this Kissimmee hotel offers a swimming pool.","5840 West Irlo Bronson Memorial Hwy, Celebration, Orlando, FL 34746, United States of America",1553
20023488,"Orlando, Florida, USA",1813,city,59374,4,8.1,2,26,WorldQuest Orlando Resort,"http://www.booking.com/hotel/us/worldquest-orlando.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=39943cd567b11b83cd66376f31e5a312dd126da4X26;highlight_room=",-81.50829256,28.35086427,"The WorldQuest Orlando offers a free transfer service to Walt Disney World, located less than 10 minutes’ drive away. This hotel features an outdoor pool.","8849 WorldQuest Boulevard, Lake Buena Vista, Orlando, FL 32821, United States of America",1234
20023488,"Orlando, Florida, USA",1813,city,59502,2,7.1,11,155,The Floridian Hotel and Suites,"http://www.booking.com/hotel/us/baymont-inn-and-suites.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=55a095392e6d9e032f0fab1fae3125f93a024d8aX155;highlight_room=",-81.46816939,28.45250564,"Located just off International Drive and less than a 5 minute drive from Universal Orlando Resort, this hotel features an outdoor pool. Free Wi-Fi and a continental breakfast are provided.","7531 Canada Avenue, Orlando, FL 32819, United States of America",687
20023488,"Orlando, Florida, USA",1813,city,59603,3,7.8,1,8,Best Western International Drive,"http://www.booking.com/hotel/us/m-i-orlando-orlando-florida.html?label=gen173nr-1DCAEoggJCAlhYSDNiBW5vcmVmaMIBiAEBmAExuAEGyAEM2AED6AEB-AECqAID;sid=0e088a816401f8e026640121bd2341bb;ucfs=1;room1=A,A;dest_type=city;dest_id=20023488;srfid=09b37eedb7dfc640e640ee4b88d17332608e40f8X8;highlight_room=",-81.47172332,28.44731033,"Best Western International Drive is 9.1 km from Walt Disney World, 4.4 from Universal Orlando Resort, and 7.2 km from SeaWorld.","8222 Jamaican Court, Orlando, FL 32819, United States of America",2117
